File Path,movieName_Disk,Size (GB),File Type,movieCode_IMDB,Title_IMDB,Year_IMDB,Genres_IMDB,Classified
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bloody Daddy 2023.mkv,Bloody Daddy 2023,2.42,.mkv,27501039,Bloody Daddy,2023,"['Action', 'Crime', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Bogan 2017.mp4,Bogan 2017,1.4,.mp4,6340112,Bogan,2017,"['Action', 'Fantasy', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Boo 2023.mkv,Boo 2023,1.94,.mkv,27843055,Boo,2023,"['Horror', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Boxer.mp4,Boxer,1.63,.mp4,0118760,The Boxer,1997,"['Drama', 'Romance', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Brahmastra Part One Shiva.mkv,Brahmastra Part One Shiva,2.7,.mkv,6277462,Brahmastra Part One: Shiva,2022,"['Action', 'Adventure', 'Fantasy']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Brothers 2009.mp4,Brothers 2009,0.68,.mp4,0765010,Brothers,2009,"['Drama', 'Thriller', 'War']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Casino Royale 2006.mkv,Casino Royale 2006,1.25,.mkv,0381061,Casino Royale,2006,"['Action', 'Adventure', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chaamp 2017.mp4,Chaamp 2017,0.91,.mp4,6531872,Chaamp,2017,['Sport'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chaitali 1975.mp4,Chaitali 1975,0.55,.mp4,0244457,Chaitali,1975,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chak De India 2007.mkv,Chak De India 2007,1.12,.mkv,0871510,Chak De! India,2007,"['Drama', 'Family', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chalti Ka Naam Gaadi.mp4,Chalti Ka Naam Gaadi,1.56,.mp4,0128985,Chalti Ka Naam Gaadi,1958,"['Comedy', 'Musical', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chehre Pe Chehra.mp4,Chehre Pe Chehra,1.63,.mp4,0367595,Chehre Pe Chehra,1981,"['Drama', 'Horror', 'Romance', 'Sci-Fi', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chehre.mkv,Chehre,1.89,.mkv,10309902,Chehre,2021,"['Drama', 'Mystery', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chhalaang 2020.mkv,Chhalaang 2020,1.36,.mkv,8983164,Chhalaang,2020,"['Comedy', 'Drama', 'Sport']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Children 2011.mp4,Children 2011,1.39,.mp4,1839494,Children Who Chase Lost Voices,2011,"['Animation', 'Adventure', 'Drama', 'Family', 'Fantasy']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chocolate Deep Dark Secrets.mkv,Chocolate Deep Dark Secrets,1.68,.mkv,0454431,Chocolate: Deep Dark Secrets,2005,"['Crime', 'Drama', 'Mystery', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Cholo Paltai.VOB,Cholo Paltai,0.76,.VOB,12418418,Cholo Paltai,2019,"['Short', 'Musical']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Choti Si Baat 1975.avi,Choti Si Baat 1975,1.45,.avi,0072777,Chhoti Si Baat,1976,"['Comedy', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Chupke Chupke.mp4,Chupke Chupke,0.65,.mp4,0072783,Chupke Chupke,1975,"['Comedy', 'Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Cinemawala 2016.mkv,Cinemawala 2016,0.34,.mkv,5716302,Cinemawala,2016,"['Drama', 'Family']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Citylights 2014.mkv,Citylights 2014,0.98,.mkv,3709344,CityLights,2014,"['Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Commando 3 2019.mkv,Commando 3 2019,1.19,.mkv,8983168,Commando 3,2019,"['Action', 'Adventure', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Contagion 2011.mkv,Contagion 2011,0.86,.mkv,1598778,Contagion,2011,"['Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Cosmic Sex 2015.mkv,Cosmic Sex 2015,0.74,.mkv,4566934,Cosmic Sex,2015,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Court Martial  2020.mkv,Court Martial 2020,1.01,.mkv,11774804,Court Martial,2020,['Drama'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Crazy Rich Asians 2018.mkv,Crazy Rich Asians 2018,1.16,.mkv,3104988,Crazy Rich Asians,2018,"['Comedy', 'Drama', 'Romance']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Curve 2015.mp4,Curve 2015,0.71,.mp4,3212904,Curve,2015,"['Horror', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Daag The Fire.mp4,Daag The Fire,1.15,.mp4,0272062,Daag: The Fire,1999,"['Action', 'Drama', 'Thriller']",Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Damaad 1978.mp4,Damaad 1978,1.22,.mp4,0405856,Damaad,1978,['Comedy'],Bollywood
D:\Simply_Movies\Bolly\Simply_Up_2_Date\FinalCut\Danger Close.mp4,Danger Close,1.04,.mp4,0441881,Danger Close,2019,"['Action', 'Drama', 'War']",Bollywood
